Package , CPU , GPU , DRAM? , Time (sec) 
0.349731445312500000, 0.284240722656250000,  ,  ,  18.029 
0.365112304687500000, 0.293090820312500000,  ,  ,  19.021 
0.362670898437500000, 0.300781250000000000,  ,  ,  16.573 
0.340270996093750000, 0.296569824218750000,  ,  ,  15.589 
0.330505371093750000, 0.288513183593750000,  ,  ,  17.529 
0.341003417968750000, 0.295227050781250000,  ,  ,  16.791 
0.364074707031250000, 0.308715820312500000,  ,  ,  17.435 
0.343994140625000000, 0.296386718750000000,  ,  ,  18.023 
0.345703125000000000, 0.295288085937500000,  ,  ,  16.228 
0.393676757812500000, 0.332702636718750000,  ,  ,  18.015 
