Package , CPU , GPU , DRAM? , Time (sec) 
0.458435058593750000, 0.381896972656250000,  ,  ,  21.499 
0.460327148437500000, 0.370483398437500000,  ,  ,  24.14 
0.428588867187500000, 0.330688476562500000,  ,  ,  27.075 
0.534118652343750000, 0.450866699218750000,  ,  ,  21.994 
0.459594726562500000, 0.378295898437500000,  ,  ,  23.733 
0.475341796875000000, 0.394042968750000000,  ,  ,  22.013 
0.467834472656250000, 0.392333984375000000,  ,  ,  21.199 
0.512329101562500000, 0.427429199218750000,  ,  ,  20.859 
0.491760253906250000, 0.407348632812500000,  ,  ,  20.682 
0.454101562500000000, 0.354370117187500000,  ,  ,  23.921 
