Package , CPU , GPU , DRAM? , Time (sec) 
0.432006835937500000, 0.348205566406250000,  ,  ,  23.631 
0.463134765625000000, 0.376403808593750000,  ,  ,  24.673 
0.432617187500000000, 0.351318359375000000,  ,  ,  22.902 
0.411315917968750000, 0.326599121093750000,  ,  ,  23.956 
0.418701171875000000, 0.325439453125000000,  ,  ,  25.509 
0.460021972656250000, 0.373718261718750000,  ,  ,  23.74 
0.441162109375000000, 0.363342285156250000,  ,  ,  22.934 
0.436645507812500000, 0.363037109375000000,  ,  ,  20.643 
0.420288085937500000, 0.346557617187500000,  ,  ,  21.032 
0.458923339843750000, 0.383850097656250000,  ,  ,  20.569 
