Package , CPU , GPU , DRAM? , Time (sec) 
0.013183593750000000, 0.008850097656250000,  ,  ,  1.986 
0.023376464843750000, 0.017211914062500000,  ,  ,  1.562 
0.026184082031250000, 0.018432617187500000,  ,  ,  1.637 
0.017517089843750000, 0.012390136718750000,  ,  ,  1.486 
0.019531250000000000, 0.014221191406250000,  ,  ,  1.509 
0.016784667968750000, 0.013366699218750000,  ,  ,  1.4 
0.035827636718750000, 0.031738281250000000,  ,  ,  1.402 
0.030334472656250000, 0.022888183593750000,  ,  ,  1.37 
0.011230468750000000, 0.008056640625000000,  ,  ,  1.569 
0.031494140625000000, 0.024169921875000000,  ,  ,  1.517 
