Package , CPU , GPU , DRAM? , Time (sec) 
0.492431640625000000, 0.406677246093750000,  ,  ,  22.064 
0.378601074218750000, 0.267089843750000000,  ,  ,  31.381 
0.505920410156250000, 0.418518066406250000,  ,  ,  23.098 
0.456176757812500000, 0.382080078125000000,  ,  ,  21.968 
0.508422851562500000, 0.425598144531250000,  ,  ,  22.792 
0.493835449218750000, 0.418518066406250000,  ,  ,  21.461 
0.508850097656250000, 0.434143066406250000,  ,  ,  21.43 
0.516723632812500000, 0.412597656250000000,  ,  ,  25.071 
0.539184570312500000, 0.440063476562500000,  ,  ,  22.24 
0.490173339843750000, 0.370727539062500000,  ,  ,  27.541 
