Package , CPU , GPU , DRAM? , Time (sec) 
0.018371582031250000, 0.014038085937500000,  ,  ,  1.608 
0.016967773437500000, 0.012207031250000000,  ,  ,  1.413 
0.016174316406250000, 0.012145996093750000,  ,  ,  1.256 
0.033203125000000000, 0.025634765625000000,  ,  ,  1.205 
0.013122558593750000, 0.009704589843750000,  ,  ,  1.19 
0.013977050781250000, 0.010375976562500000,  ,  ,  1.349 
0.028869628906250000, 0.021972656250000000,  ,  ,  1.489 
0.016235351562500000, 0.012573242187500000,  ,  ,  1.182 
0.026611328125000000, 0.020080566406250000,  ,  ,  1.181 
0.040161132812500000, 0.035034179687500000,  ,  ,  1.198 
