Package , CPU , GPU , DRAM? , Time (sec) 
0.243041992187500000, 0.205993652343750000,  ,  ,  11.088 
0.313232421875000000, 0.251831054687500000,  ,  ,  14.256 
0.280883789062500000, 0.228088378906250000,  ,  ,  12.768 
0.292541503906250000, 0.237670898437500000,  ,  ,  11.845 
0.270446777343750000, 0.219055175781250000,  ,  ,  11 
0.271301269531250000, 0.222290039062500000,  ,  ,  10.977 
0.285766601562500000, 0.228881835937500000,  ,  ,  11.668 
0.309814453125000000, 0.249694824218750000,  ,  ,  11.735 
0.273193359375000000, 0.219238281250000000,  ,  ,  12.801 
0.308715820312500000, 0.259094238281250000,  ,  ,  11.114 
