Package , CPU , GPU , DRAM? , Time (sec) 
0.044921875000000000, 0.035522460937500000,  ,  ,  1.719 
0.023742675781250000, 0.017089843750000000,  ,  ,  1.68 
0.023864746093750000, 0.016723632812500000,  ,  ,  1.818 
0.022460937500000000, 0.015502929687500000,  ,  ,  1.573 
0.010070800781250000, 0.007019042968750000,  ,  ,  1.471 
0.022216796875000000, 0.015808105468750000,  ,  ,  1.424 
0.014892578125000000, 0.011291503906250000,  ,  ,  1.481 
0.030029296875000000, 0.022521972656250000,  ,  ,  1.489 
0.027465820312500000, 0.019775390625000000,  ,  ,  1.566 
0.011169433593750000, 0.007934570312500000,  ,  ,  1.339 
