Package , CPU , GPU , DRAM? , Time (sec) 
0.030273437500000000, 0.025939941406250000,  ,  ,  1.742 
0.053527832031250000, 0.046081542968750000,  ,  ,  1.509 
0.042541503906250000, 0.037841796875000000,  ,  ,  1.327 
0.116210937500000000, 0.104736328125000000,  ,  ,  1.338 
0.060119628906250000, 0.054077148437500000,  ,  ,  1.45 
0.057128906250000000, 0.051574707031250000,  ,  ,  1.197 
0.101745605468750000, 0.091064453125000000,  ,  ,  1.355 
0.037658691406250000, 0.033203125000000000,  ,  ,  1.339 
0.035522460937500000, 0.031127929687500000,  ,  ,  1.258 
0.100158691406250000, 0.086853027343750000,  ,  ,  1.302 
