Package , CPU , GPU , DRAM? , Time (sec) 
0.473449707031250000, 0.414733886718750000,  ,  ,  13.834 
0.486450195312500000, 0.421142578125000000,  ,  ,  14.476 
0.403320312500000000, 0.353515625000000000,  ,  ,  11.5 
0.605102539062500000, 0.546325683593750000,  ,  ,  12.964 
0.535827636718750000, 0.477966308593750000,  ,  ,  12.365 
0.504699707031250000, 0.450134277343750000,  ,  ,  12.503 
0.541809082031250000, 0.491271972656250000,  ,  ,  12.051 
0.543212890625000000, 0.475952148437500000,  ,  ,  12.506 
0.891723632812500000, 0.813842773437500000,  ,  ,  15.419 
0.360656738281250000, 0.312866210937500000,  ,  ,  11.461 
