Package , CPU , GPU , DRAM? , Time (sec) 
0.559204101562500000, 0.461242675781250000,  ,  ,  22.537 
0.488098144531250000, 0.389953613281250000,  ,  ,  22.982 
0.478515625000000000, 0.396545410156250000,  ,  ,  21.132 
0.477783203125000000, 0.396728515625000000,  ,  ,  20.367 
0.588256835937500000, 0.489013671875000000,  ,  ,  20.691 
0.887268066406250000, 0.768371582031250000,  ,  ,  23.026 
1.096862792968750000, 0.952758789062500000,  ,  ,  28.765 
1.037292480468750000, 0.897827148437500000,  ,  ,  27.889 
0.854431152343750000, 0.756347656250000000,  ,  ,  22.32 
0.860107421875000000, 0.772216796875000000,  ,  ,  21.655 
