Package , CPU , GPU , DRAM? , Time (sec) 
0.658081054687500000, 0.510314941406250000,  ,  ,  38.487 
0.549011230468750000, 0.393127441406250000,  ,  ,  33.648 
0.599365234375000000, 0.476623535156250000,  ,  ,  27.753 
0.602416992187500000, 0.453735351562500000,  ,  ,  30.716 
0.607299804687500000, 0.481445312500000000,  ,  ,  27.428 
0.684509277343750000, 0.510070800781250000,  ,  ,  39.378 
0.583129882812500000, 0.444396972656250000,  ,  ,  30.907 
0.598266601562500000, 0.471740722656250000,  ,  ,  28.084 
0.600830078125000000, 0.474609375000000000,  ,  ,  27.389 
0.604431152343750000, 0.482604980468750000,  ,  ,  28.132 
