Package , CPU , GPU , DRAM? , Time (sec) 
0.019042968750000000, 0.014648437500000000,  ,  ,  1.697 
0.023742675781250000, 0.016967773437500000,  ,  ,  1.723 
0.025207519531250000, 0.018371582031250000,  ,  ,  1.681 
0.013061523437500000, 0.009033203125000000,  ,  ,  1.637 
0.026489257812500000, 0.019287109375000000,  ,  ,  1.459 
0.015441894531250000, 0.011535644531250000,  ,  ,  1.321 
0.024230957031250000, 0.017456054687500000,  ,  ,  1.316 
0.015869140625000000, 0.011291503906250000,  ,  ,  1.267 
0.012145996093750000, 0.008666992187500000,  ,  ,  1.308 
0.026550292968750000, 0.019531250000000000,  ,  ,  1.341 
