0,2,3,5,6
C++,0.036334228515625,0.023583984375,0.004339599609375,1.2985
Go,0.01485595703125,0.009881591796875,0.00152587890625,0.5137
Java,1.374114990234375,0.92027587890625,0.153265380859375,44.7736
JavaScript,1.40721435546875,0.934271240234375,0.160821533203125,47.443
OCaml,0.030859375,0.020538330078125,0.0036376953125,0.9727
Python,0.782611083984375,0.50357666015625,0.0920654296875,27.505900000000004
