Language,CPU,GPU,DRAM,Time
C++,0.02254638671875,,,1.4622
Go,0.02728271484375,,,1.3808000000000002
Java,6.0751220703125,,,212.40480000000002
JavaScript,0.438763427734375,,,23.225900000000003
OCaml,0.02337646484375,,,1.2398
Python,0.2176513671875,,,13.0692
