Language,CPU,GPU,DRAM,Time
C++,0.03223876953125,,,1.5039000000000002
Go,0.017376708984375,,,1.3071000000000002
Java,6.51724853515625,,,205.20840000000004
JavaScript,0.397601318359375,,,23.9046
OCaml,0.020166015625,,,1.3025999999999998
Python,0.232183837890625,,,11.9252
