Language,CPU,GPU,DRAM,Time
C++,0.01676025390625,,,1.5676999999999999
Go,0.014227294921875,,,1.2466
Java,0.469866943359375,,,31.192200000000003
JavaScript,0.41513671875,,,22.611200000000004
OCaml,0.014678955078125,,,1.4749999999999999
Python,0.18321533203125,,,12.8156
