Language,CPU,GPU,DRAM,Time
C++,0.02733154296875,,,1.4539000000000002
Go,0.02435302734375,,,1.4965
Java,6.494158935546875,,,209.01500000000001
JavaScript,0.6281005859375,,,23.136400000000002
OCaml,0.05625,,,1.3817
Python,0.475775146484375,,,12.907900000000001
