Language,CPU,GPU,DRAM,Time
C++,0.020556640625,,,1.4113
Go,0.01409912109375,,,1.2805000000000002
Java,5.5644287109375,,,203.0811
JavaScript,0.388775634765625,,,22.711499999999997
OCaml,0.012738037109375,,,1.2469000000000001
Python,0.299151611328125,,,17.3233
