Package , CPU , GPU , DRAM? , Time (sec) 
0.017517089843750000, 0.013488769531250000,  ,  ,  1.813 
0.032409667968750000, 0.024291992187500000,  ,  ,  2.398 
0.022094726562500000, 0.017639160156250000,  ,  ,  1.46 
0.018615722656250000, 0.014160156250000000,  ,  ,  1.259 
0.016174316406250000, 0.012329101562500000,  ,  ,  1.201 
0.021606445312500000, 0.017578125000000000,  ,  ,  1.287 
0.041809082031250000, 0.033325195312500000,  ,  ,  1.243 
0.000000000000000000, 0.000000000000000000,  ,  ,  1.106 
0.038024902343750000, 0.031799316406250000,  ,  ,  1.388 
0.036621093750000000, 0.028625488281250000,  ,  ,  1.264 
