Package , CPU , GPU , DRAM? , Time (sec) 
0.301635742187500000, 0.239135742187500000,  ,  ,  16.371 
0.243286132812500000, 0.207214355468750000,  ,  ,  11.197 
0.365173339843750000, 0.307861328125000000,  ,  ,  12.052 
0.306213378906250000, 0.261718750000000000,  ,  ,  11.412 
0.250854492187500000, 0.190734863281250000,  ,  ,  15.975 
0.239135742187500000, 0.197631835937500000,  ,  ,  11.515 
0.233886718750000000, 0.194030761718750000,  ,  ,  10.8 
0.257690429687500000, 0.216735839843750000,  ,  ,  10.61 
0.209411621093750000, 0.151977539062500000,  ,  ,  16.434 
0.211914062500000000, 0.152282714843750000,  ,  ,  16.113 
